2130-08-01 00:00,18.4,52.5,13.2
2130-08-01 00:30,17.0,50.4,10.8
2130-08-01 01:00,17.7,51.5,11.0
2130-08-01 01:30,20.8,50.3,11.9
2130-08-01 02:00,18.3,53.2,10.0
2130-08-01 02:30,18.7,50.3,13.8
2130-08-01 03:00,20.2,51.6,13.9
2130-08-01 03:30,19.5,59.3,11.1
2130-08-01 04:00,20.2,58.5,14.4
2130-08-01 04:30,18.5,50.0,14.2
2130-08-01 05:00,20.7,57.2,14.0
2130-08-01 05:30,18.9,52.8,12.9
2130-08-01 06:00,21.1,54.0,10.3
2130-08-01 06:30,18.0,58.8,10.1
2130-08-01 07:00,20.4,58.5,14.3
2130-08-01 07:30,21.8,51.1,10.8
2130-08-01 08:00,17.3,51.8,10.9
2130-08-01 08:30,17.8,54.7,12.8
2130-08-01 09:00,18.0,58.2,11.9
2130-08-01 09:30,20.4,55.4,13.5
2130-08-01 10:00,19.4,56.6,11.9
2130-08-01 10:30,21.5,53.4,12.8
2130-08-01 11:00,17.9,58.8,11.5
2130-08-01 11:30,19.5,57.8,11.3
2130-08-01 12:00,18.2,56.5,14.9
2130-08-01 12:30,18.8,56.0,10.8
2130-08-01 13:00,21.0,54.3,10.3
2130-08-01 13:30,20.7,54.3,10.0
2130-08-01 14:00,20.2,52.5,14.3
2130-08-01 14:30,17.3,57.5,10.7
2130-08-01 15:00,20.9,53.4,11.6
2130-08-01 15:30,18.0,55.2,14.7
2130-08-01 16:00,18.6,51.0,12.2
2130-08-01 16:30,20.0,52.3,14.3
2130-08-01 17:00,18.7,50.0,14.5
2130-08-01 17:30,18.4,56.0,13.7
2130-08-01 18:00,17.7,54.0,13.2
2130-08-01 18:30,18.7,58.8,11.6
2130-08-01 19:00,21.7,59.5,10.6
2130-08-01 19:30,18.0,58.5,13.0
2130-08-01 20:00,19.6,53.3,14.4
2130-08-01 20:30,18.1,59.8,14.7
2130-08-01 21:00,19.5,57.8,14.8
2130-08-01 21:30,19.4,55.4,12.4
2130-08-01 22:00,20.5,52.4,14.1
2130-08-01 22:30,19.7,53.6,11.8
2130-08-01 23:00,20.6,52.9,10.4
2130-08-01 23:30,18.7,53.8,13.0
2130-08-02 00:00,19.1,57.4,11.8
2130-08-02 00:30,19.5,58.3,14.1
2130-08-02 01:00,19.4,56.4,14.5
2130-08-02 01:30,20.2,51.1,10.7
2130-08-02 02:00,21.4,55.4,10.7
2130-08-02 02:30,17.1,56.1,10.9
2130-08-02 03:00,19.1,52.1,11.9
2130-08-02 03:30,21.2,58.7,14.6
2130-08-02 04:00,17.2,54.3,14.6
2130-08-02 04:30,20.8,58.4,10.5
2130-08-02 05:00,19.2,50.9,13.1
2130-08-02 05:30,17.8,50.4,14.6
2130-08-02 06:00,19.9,59.0,13.6
2130-08-02 06:30,17.2,53.9,12.8
2130-08-02 07:00,18.9,54.6,10.5
2130-08-02 07:30,20.6,58.3,11.9
2130-08-02 08:00,18.6,57.8,14.6
2130-08-02 08:30,18.5,50.1,12.5
2130-08-02 09:00,19.7,58.5,13.5
2130-08-02 09:30,18.9,53.7,14.1
2130-08-02 10:00,17.5,58.0,12.2
2130-08-02 10:30,21.9,56.0,14.4
2130-08-02 11:00,18.1,58.5,11.1
2130-08-02 11:30,19.3,54.6,12.6
2130-08-02 12:00,20.6,55.9,10.3
2130-08-02 12:30,17.1,52.3,12.3
2130-08-02 13:00,20.2,52.6,13.1
2130-08-02 13:30,18.0,54.2,12.5
2130-08-02 14:00,17.6,51.4,11.5
2130-08-02 14:30,19.8,51.3,11.1
2130-08-02 15:00,18.9,55.5,11.0
2130-08-02 15:30,19.1,50.9,14.5
2130-08-02 16:00,17.6,51.4,10.8
2130-08-02 16:30,18.2,59.4,14.0
2130-08-02 17:00,18.7,53.8,10.7
2130-08-02 17:30,20.2,50.0,11.7
2130-08-02 18:00,19.9,54.7,14.6
2130-08-02 18:30,20.3,56.7,12.1
2130-08-02 19:00,20.8,52.1,14.8
2130-08-02 19:30,20.0,54.0,10.0
2130-08-02 20:00,21.6,58.2,15.0
2130-08-02 20:30,18.5,50.2,13.9
2130-08-02 21:00,18.4,54.6,11.2
2130-08-02 21:30,19.5,57.7,12.4
2130-08-02 22:00,21.4,59.7,12.9
2130-08-02 22:30,17.7,58.8,12.1
2130-08-02 23:00,21.9,51.6,13.0
2130-08-02 23:30,20.8,59.8,11.1
2130-08-03 00:00,19.5,51.2,11.5
2130-08-03 00:30,18.9,57.9,12.6
2130-08-03 01:00,18.7,53.3,13.3
2130-08-03 01:30,17.9,50.5,14.2
2130-08-03 02:00,21.7,58.1,12.5
2130-08-03 02:30,22.0,53.6,10.8
2130-08-03 03:00,18.4,57.5,15.0
2130-08-03 03:30,18.3,52.1,13.5
2130-08-03 04:00,21.9,52.7,10.8
2130-08-03 04:30,17.4,54.6,13.0
2130-08-03 05:00,17.5,57.4,12.9
2130-08-03 05:30,21.6,54.4,12.2
2130-08-03 06:00,18.5,55.7,13.8
2130-08-03 06:30,19.7,53.1,13.8
2130-08-03 07:00,18.5,56.3,11.1
2130-08-03 07:30,17.9,53.6,12.8
2130-08-03 08:00,18.4,57.1,11.7
2130-08-03 08:30,21.0,51.6,10.8
2130-08-03 09:00,19.2,56.5,11.2
2130-08-03 09:30,17.8,50.4,12.9
2130-08-03 10:00,17.4,57.2,13.8
2130-08-03 10:30,20.0,56.9,13.2
2130-08-03 11:00,17.7,55.9,11.8
2130-08-03 11:30,17.2,54.3,12.2
2130-08-03 12:00,21.0,51.1,14.8
2130-08-03 12:30,19.1,54.4,10.1
2130-08-03 13:00,20.0,52.0,13.8
2130-08-03 13:30,17.2,52.6,13.6
2130-08-03 14:00,19.5,53.9,12.1
2130-08-03 14:30,20.9,54.5,14.8
2130-08-03 15:00,19.2,51.7,11.0
2130-08-03 15:30,20.5,51.3,14.2
2130-08-03 16:00,21.8,58.4,14.5
2130-08-03 16:30,19.0,59.8,12.1
2130-08-03 17:00,19.7,57.5,14.8
2130-08-03 17:30,20.8,53.0,10.8
2130-08-03 18:00,18.7,50.3,10.1
2130-08-03 18:30,18.9,51.1,13.1
2130-08-03 19:00,19.6,52.0,14.8
2130-08-03 19:30,18.3,50.7,14.6
2130-08-03 20:00,21.9,59.2,14.3
2130-08-03 20:30,21.7,58.0,13.1
2130-08-03 21:00,21.2,51.0,10.9
2130-08-03 21:30,20.5,59.2,12.6
2130-08-03 22:00,19.8,55.4,11.6
2130-08-03 22:30,20.3,56.1,11.9
2130-08-03 23:00,20.6,59.7,14.3
2130-08-03 23:30,20.4,50.3,14.2
