2130-08-01 00:00,18.4,52.5,13.2
2130-08-02 00:00,19.1,57.4,11.8
2130-08-03 00:00,19.5,51.2,11.5
2130-08-04 00:00,18.2,58.7,12.8
2130-08-05 00:00,17.1,56.6,11.0
2130-08-06 00:00,17.1,56.9,13.5
2130-08-07 00:00,18.1,58.9,14.8
2130-08-08 00:00,17.6,52.9,14.1
2130-08-09 00:00,18.5,53.0,10.9
2130-08-10 00:00,19.2,50.9,12.8
2130-08-11 00:00,19.6,58.8,12.3
2130-08-12 00:00,18.1,54.1,14.4
2130-08-13 00:00,19.9,52.6,14.2
2130-08-14 00:00,21.9,53.5,14.9
2130-08-15 00:00,17.9,52.5,11.3
2130-08-16 00:00,21.2,58.0,12.9
2130-08-17 00:00,17.1,54.5,12.7
2130-08-18 00:00,17.4,58.6,11.5
2130-08-19 00:00,21.1,53.0,11.7
2130-08-20 00:00,20.9,53.4,12.4
2130-08-21 00:00,21.1,52.3,13.2
2130-08-22 00:00,21.7,56.5,10.4
2130-08-23 00:00,18.6,51.3,11.0
2130-08-24 00:00,20.4,58.4,14.4
2130-08-25 00:00,20.3,50.7,12.3
2130-08-26 00:00,20.8,60.0,10.1
2130-08-27 00:00,18.2,52.6,13.1
2130-08-28 00:00,19.0,57.5,13.2
2130-08-29 00:00,17.2,52.2,10.2
2130-08-30 00:00,18.2,51.5,14.5
2130-08-31 00:00,17.9,53.1,13.7
2130-09-01 00:00,19.8,57.4,10.8
2130-09-02 00:00,21.1,53.6,11.3
2130-09-03 00:00,21.6,59.2,12.2
2130-09-04 00:00,18.3,56.8,14.1
2130-09-05 00:00,21.1,54.5,10.9
2130-09-06 00:00,19.2,52.5,12.8
2130-09-07 00:00,20.5,53.8,10.9
2130-09-08 00:00,19.3,51.7,11.1
2130-09-09 00:00,18.4,50.6,14.0
2130-09-10 00:00,19.6,53.8,14.6
2130-09-11 00:00,17.3,55.1,12.4
2130-09-12 00:00,17.3,56.4,11.5
2130-09-13 00:00,17.1,59.9,11.7
2130-09-14 00:00,17.6,56.6,13.9
2130-09-15 00:00,20.4,58.4,11.6
2130-09-16 00:00,17.0,56.7,11.5
2130-09-17 00:00,18.8,55.5,11.1
2130-09-18 00:00,17.9,50.4,14.8
2130-09-19 00:00,20.4,51.3,11.5
2130-09-20 00:00,19.0,52.6,11.4
2130-09-21 00:00,18.7,56.2,14.5
2130-09-22 00:00,17.2,51.7,12.4
2130-09-23 00:00,17.5,60.0,12.4
2130-09-24 00:00,21.1,54.0,10.1
2130-09-25 00:00,17.5,52.4,13.9
2130-09-26 00:00,20.2,50.8,12.7
2130-09-27 00:00,18.6,56.1,11.5
2130-09-28 00:00,20.8,58.0,14.5
2130-09-29 00:00,18.7,53.3,10.4
2130-09-30 00:00,17.6,58.2,12.3
2130-10-01 00:00,19.4,47.5,6.1
2130-10-02 00:00,16.7,41.9,3.8
2130-10-03 00:00,19.7,43.1,3.7
2130-10-04 00:00,17.4,48.5,4.7
2130-10-05 00:00,16.5,44.6,3.1
2130-10-06 00:00,18.6,42.5,4.4
2130-10-07 00:00,20.0,48.9,2.7
2130-10-08 00:00,19.4,47.1,3.4
2130-10-09 00:00,18.2,42.4,4.4
2130-10-10 00:00,20.3,48.8,4.6
2130-10-11 00:00,17.4,49.3,2.5
2130-10-12 00:00,20.0,47.2,1.1
2130-10-13 00:00,19.3,42.4,2.8
2130-10-14 00:00,18.0,47.0,1.4
2130-10-15 00:00,19.3,46.8,3.1
2130-10-16 00:00,18.3,42.3,0.2
2130-10-17 00:00,16.5,45.0,4.1
2130-10-18 00:00,19.9,43.8,0.3
2130-10-19 00:00,18.9,46.0,2.8
2130-10-20 00:00,17.8,48.6,1.1
2130-10-21 00:00,20.7,45.1,1.1
2130-10-22 00:00,16.5,41.6,3.5
2130-10-23 00:00,16.0,48.2,1.5
2130-10-24 00:00,18.1,40.7,0.6
2130-10-25 00:00,17.8,47.0,3.1
2130-10-26 00:00,18.1,43.6,4.7
2130-10-27 00:00,19.2,47.3,0.0
2130-10-28 00:00,16.4,47.0,1.1
2130-10-29 00:00,20.2,40.1,4.7
2130-10-30 00:00,20.4,49.3,2.3
2130-10-31 00:00,16.6,44.5,3.8
2130-11-01 00:00,18.7,44.5,4.3
2130-11-02 00:00,18.6,43.9,4.4
2130-11-03 00:00,16.3,49.9,3.6
2130-11-04 00:00,17.6,44.0,2.0
2130-11-05 00:00,16.3,44.7,0.4
2130-11-06 00:00,17.8,43.7,4.1
2130-11-07 00:00,21.0,55.0,5.2
2130-11-08 00:00,19.4,48.4,1.1
2130-11-09 00:00,17.4,48.6,1.8
2130-11-10 00:00,18.5,45.5,2.3
2130-11-11 00:00,19.6,49.8,4.5
2130-11-12 00:00,17.9,43.4,4.1
2130-11-13 00:00,18.0,41.9,1.9
2130-11-14 00:00,18.9,41.6,3.7
2130-11-15 00:00,20.9,47.2,3.4
2130-11-16 00:00,19.7,44.1,4.4
2130-11-17 00:00,19.1,40.6,4.2
2130-11-18 00:00,20.4,45.6,2.4
2130-11-19 00:00,16.6,46.0,2.1
2130-11-20 00:00,18.1,49.3,4.4
2130-11-21 00:00,17.1,46.2,1.2
2130-11-22 00:00,19.7,48.2,1.6
2130-11-23 00:00,16.3,44.9,1.1
2130-11-24 00:00,19.7,47.6,4.8
2130-11-25 00:00,16.2,41.1,3.2
2130-11-26 00:00,19.9,42.0,1.6
2130-11-27 00:00,20.0,46.2,2.8
2130-11-28 00:00,20.6,42.2,3.3
2130-11-29 00:00,19.0,43.6,2.3
2130-11-30 00:00,17.0,47.1,4.6
